zipcode,popu_ratio_white,popu_ratio_black,popu_ratio_asian,mid_age,jail,bachelorplus,highschool,employ,hh_ratio_married,meanic_fam
95334,0.45,0.01,0.13,32.33,0.02,0.1,0.56,0.66,0.66,81553.67
95336,0.73,0.04,0.04,36.45,0.01,0.16,0.85,0.68,0.54,83866.25
95337,0.66,0.04,0.12,33.77,0.01,0.15,0.81,0.65,0.58,84858.6
95338,0.89,0.0,0.01,51.0,-0.01,0.2,0.9,0.57,0.57,65898.0
95340,0.58,0.06,0.09,33.26,0.01,0.21,0.82,0.6,0.39,66799.0
95341,0.49,0.03,0.09,28.53,0.02,0.08,0.55,0.56,0.46,50900.78
95343,0.52,0.03,0.15,19.6,-0.0,0.38,0.95,0.69,0.56,116707.0
95345,0.91,0.0,0.0,53.3,0.05,0.28,0.9,0.56,0.62,97722.0
95348,0.55,0.07,0.13,27.67,0.01,0.15,0.75,0.62,0.42,64605.33
95350,0.75,0.04,0.06,37.2,0.01,0.19,0.83,0.65,0.43,71662.78
95351,0.65,0.02,0.09,29.11,0.02,0.07,0.58,0.58,0.5,54320.62
95352,0.66,0.08,0.1,33.0,0.03,0.13,0.84,0.59,0.28,56305.0
95354,0.77,0.03,0.04,33.94,0.03,0.14,0.68,0.56,0.36,59903.29
95355,0.78,0.04,0.05,38.45,0.02,0.19,0.86,0.66,0.47,80481.82
95356,0.69,0.03,0.11,37.17,0.01,0.26,0.89,0.7,0.55,120658.67
95357,0.75,0.03,0.08,35.32,0.01,0.16,0.77,0.66,0.6,76738.0
95358,0.67,0.02,0.05,31.46,0.02,0.12,0.68,0.66,0.59,68644.43
95360,0.87,0.02,0.02,33.1,0.01,0.09,0.76,0.61,0.57,64854.0
95361,0.87,0.01,0.02,38.78,0.01,0.19,0.85,0.68,0.59,92983.17
95363,0.8,0.05,0.03,30.93,0.01,0.1,0.71,0.68,0.61,74963.67
95366,0.89,0.0,0.02,38.65,0.02,0.25,0.91,0.72,0.61,103268.0
95367,0.82,0.01,0.03,34.45,0.01,0.15,0.77,0.65,0.58,90763.0
95368,0.8,0.01,0.06,35.8,0.0,0.19,0.84,0.78,0.63,124806.0
95369,0.89,0.0,0.0,56.3,0.0,0.15,0.86,0.57,0.51,69092.0
95376,0.62,0.05,0.11,33.6,0.02,0.16,0.81,0.73,0.57,84380.8
95377,0.57,0.05,0.14,32.6,0.03,0.27,0.9,0.72,0.74,116241.0
95380,0.79,0.02,0.04,32.37,0.02,0.15,0.73,0.66,0.48,65127.2
95382,0.81,0.01,0.05,36.93,0.01,0.25,0.85,0.71,0.54,89997.67
95388,0.51,0.06,0.04,30.6,0.01,0.11,0.64,0.53,0.57,65598.75
95389,0.83,0.02,0.06,38.6,0.09,0.38,0.9,0.87,0.46,101615.0
95401,0.73,0.03,0.03,38.64,0.01,0.27,0.85,0.71,0.41,91272.62
95402,0.75,0.04,0.01,34.1,0.0,0.33,0.91,0.77,0.21,66054.0
95403,0.66,0.02,0.04,37.1,0.01,0.24,0.83,0.77,0.48,93452.12
95404,0.75,0.02,0.04,41.73,0.01,0.37,0.9,0.73,0.46,109509.7
95405,0.83,0.01,0.05,45.1,0.02,0.41,0.93,0.75,0.5,104373.67
95407,0.47,0.03,0.06,31.45,0.02,0.13,0.68,0.71,0.45,68302.5
95409,0.85,0.01,0.04,50.0,0.01,0.47,0.94,0.73,0.49,131987.8
95412,0.86,0.01,0.01,53.7,0.04,0.33,0.93,0.71,0.46,145580.0
95419,0.9,0.01,0.02,47.1,0.0,0.47,0.96,0.76,0.4,99562.0
95422,0.68,0.04,0.0,36.9,0.03,0.08,0.79,0.47,0.26,38554.0
95423,0.8,0.01,0.03,44.7,0.03,0.14,0.81,0.47,0.4,48490.5
95424,0.75,0.09,0.0,48.0,-0.01,0.09,0.78,0.57,0.31,60718.0
95425,0.73,0.01,0.02,42.27,0.0,0.25,0.81,0.74,0.57,102763.67
95428,0.57,0.01,0.0,35.7,0.03,0.21,0.88,0.57,0.34,62257.0
95430,0.93,0.01,0.01,56.4,-0.01,0.53,0.95,0.69,0.45,175700.0
95432,0.87,0.0,0.04,57.5,0.02,0.35,0.97,0.66,0.31,72036.0
95435,0.82,0.0,0.05,51.2,0.02,0.24,0.86,0.72,0.39,80149.0
95436,0.91,0.0,0.03,54.1,0.01,0.41,0.96,0.7,0.46,103306.0
95437,0.79,0.01,0.01,41.85,0.01,0.22,0.84,0.66,0.32,64412.0
95442,0.54,0.01,0.0,30.6,0.02,0.16,0.58,0.76,0.6,69798.0
95445,0.87,0.01,0.01,53.8,0.03,0.29,0.88,0.63,0.44,74344.0
95446,0.84,0.01,0.02,54.0,0.02,0.37,0.87,0.59,0.43,122088.0
95448,0.77,0.0,0.01,39.9,0.01,0.43,0.92,0.77,0.51,120349.5
95451,0.79,0.02,0.0,49.5,0.02,0.18,0.9,0.54,0.41,80752.0
95453,0.75,0.02,0.01,44.4,0.01,0.13,0.84,0.58,0.51,67805.67
95456,0.89,0.0,0.03,57.0,0.0,0.44,0.93,0.76,0.46,101690.0
95457,0.89,0.0,0.02,45.3,0.03,0.2,0.89,0.71,0.53,76810.0
95461,0.83,0.01,0.03,51.4,0.01,0.32,0.91,0.61,0.53,121192.67
95463,0.93,0.01,0.0,42.8,0.02,0.24,0.81,0.71,0.52,68390.0
95469,0.87,0.0,0.01,37.25,0.02,0.23,0.92,0.71,0.6,74600.0
95471,0.87,0.0,0.02,49.4,-0.01,0.35,0.94,0.67,0.27,91264.0
95472,0.8,0.01,0.04,44.94,0.01,0.35,0.9,0.74,0.5,116281.8
95476,0.85,0.0,0.02,50.3,0.01,0.41,0.9,0.76,0.49,153692.14
95481,0.84,0.01,0.0,31.9,0.02,0.14,0.72,0.64,0.37,49237.0
95482,0.8,0.01,0.03,41.1,0.01,0.26,0.87,0.67,0.51,95429.5
95485,0.81,0.03,0.02,46.4,-0.0,0.13,0.9,0.47,0.3,63370.0
95487,0.95,0.0,0.01,48.8,0.01,0.47,0.94,0.74,0.47,161320.0
95488,0.84,0.01,0.01,50.15,0.0,0.22,0.89,0.55,0.38,71846.0
95490,0.86,0.0,0.01,43.0,0.0,0.23,0.89,0.63,0.36,59297.0
95492,0.78,0.0,0.03,45.76,0.01,0.31,0.88,0.75,0.54,135825.4
95497,0.93,0.0,0.01,67.4,0.08,0.62,0.95,0.67,0.55,94858.0
95501,0.79,0.05,0.02,33.6,0.03,0.2,0.84,0.55,0.15,46105.0
95502,0.68,0.05,0.05,34.3,0.03,0.28,0.89,0.61,0.16,45106.0
95503,0.79,0.01,0.06,41.04,0.03,0.27,0.89,0.67,0.43,74987.2
95519,0.88,0.0,0.01,38.0,0.03,0.34,0.93,0.74,0.41,74663.5
95521,0.79,0.02,0.02,30.4,0.02,0.44,0.93,0.65,0.33,80657.0
95524,0.87,0.01,0.03,44.3,0.01,0.4,0.94,0.73,0.42,85078.0
95525,0.86,0.0,0.01,43.5,0.02,0.39,0.95,0.62,0.5,79010.0
95526,0.91,0.0,0.0,44.2,-0.0,0.21,0.91,0.71,0.58,91882.0
95531,0.73,0.0,0.03,38.82,0.03,0.15,0.84,0.51,0.36,56378.6
95532,0.79,0.07,0.01,37.0,0.03,0.08,0.68,0.21,0.49,68760.0
95537,0.8,0.01,0.07,37.9,0.01,0.21,0.9,0.69,0.42,75293.0
95540,0.82,0.01,0.01,40.0,0.02,0.15,0.83,0.66,0.46,60952.0
95542,0.9,0.0,0.01,42.6,0.01,0.25,0.94,0.74,0.42,84635.0
95546,0.1,0.01,0.01,28.1,0.0,0.2,0.86,0.5,0.3,60088.0
95549,0.93,0.0,0.01,50.0,0.02,0.42,0.99,0.62,0.57,94778.0
95550,0.8,0.02,0.02,24.8,0.03,0.48,0.92,0.69,0.26,81415.0
95551,0.88,0.0,0.0,39.3,0.01,0.25,0.92,0.59,0.42,72745.0
95554,0.94,0.03,0.01,42.5,0.0,0.17,0.88,0.5,0.38,67972.0
95555,0.87,0.01,0.02,49.4,0.02,0.5,0.95,0.61,0.44,93924.0
95564,0.84,0.01,0.01,37.9,0.02,0.33,0.93,0.6,0.25,55979.0
95567,0.75,0.0,0.02,45.5,0.01,0.18,0.87,0.62,0.5,82461.0
95569,0.88,0.01,0.01,37.6,0.01,0.1,0.88,0.59,0.37,64028.0
95573,0.67,0.02,0.0,40.0,0.05,0.26,0.94,0.5,0.4,57171.0
95587,0.97,0.01,0.0,51.3,0.02,0.27,0.9,0.58,0.43,73642.0
95602,0.92,0.0,0.01,49.8,0.01,0.31,0.94,0.65,0.54,96385.5
95603,0.91,0.01,0.02,47.07,0.01,0.3,0.92,0.69,0.52,106745.86
95604,0.92,0.0,0.01,50.0,0.02,0.37,0.94,0.69,0.5,108039.0
95608,0.8,0.05,0.05,42.36,0.02,0.38,0.94,0.69,0.44,114726.29
95610,0.85,0.04,0.03,37.39,0.02,0.21,0.89,0.72,0.45,77891.0
95611,0.85,0.01,0.1,43.2,0.06,0.37,0.99,0.73,0.44,86112.0
95613,0.94,0.01,0.0,46.8,0.02,0.25,0.93,0.56,0.45,106046.0
95614,0.95,0.0,0.01,46.2,0.0,0.28,0.97,0.69,0.69,111681.0
95615,0.66,0.02,0.04,41.4,0.0,0.15,0.76,0.68,0.65,81822.0
95619,0.89,0.01,0.01,48.25,0.01,0.16,0.85,0.59,0.51,87047.5
95620,0.75,0.02,0.04,40.08,0.02,0.23,0.81,0.74,0.63,108198.2
95621,0.79,0.05,0.05,39.93,0.01,0.2,0.9,0.73,0.4,72979.83
95623,0.95,0.0,0.02,50.8,0.04,0.34,0.97,0.71,0.66,106102.0
95624,0.62,0.05,0.2,40.35,0.02,0.33,0.91,0.72,0.64,129044.64
95628,0.86,0.03,0.04,43.22,0.01,0.36,0.94,0.72,0.48,112122.77
95630,0.73,0.01,0.18,40.77,0.01,0.53,0.96,0.76,0.6,134504.38
95631,0.96,0.0,0.0,50.1,0.01,0.19,0.96,0.61,0.61,95961.0
95632,0.68,0.03,0.08,36.19,0.01,0.18,0.77,0.66,0.57,83824.43
95638,0.82,0.02,0.06,45.0,0.01,0.27,0.87,0.71,0.71,115308.33
95640,0.86,0.0,0.0,40.1,0.02,0.18,0.9,0.65,0.55,86648.0
95642,0.92,0.0,0.02,51.55,0.02,0.26,0.94,0.71,0.48,95720.0
95648,0.82,0.02,0.07,46.05,0.01,0.33,0.92,0.66,0.63,105800.64
95650,0.88,0.02,0.05,51.4,-0.0,0.56,0.98,0.72,0.71,183775.0
95654,0.94,0.0,0.01,46.8,0.0,0.25,0.91,0.61,0.52,81788.0
95658,0.93,0.01,0.01,46.95,-0.0,0.29,0.94,0.65,0.62,109485.0
95660,0.66,0.13,0.06,32.73,0.02,0.12,0.8,0.62,0.44,55860.67
95661,0.83,0.02,0.08,42.05,0.01,0.45,0.96,0.75,0.59,144162.0
95662,0.86,0.02,0.03,42.08,0.01,0.33,0.95,0.72,0.54,104478.17
95663,0.87,0.01,0.03,46.3,0.03,0.38,0.97,0.71,0.57,122460.5
95664,0.95,0.0,0.0,52.0,0.03,0.15,0.91,0.64,0.67,85411.0
95666,0.89,0.0,0.01,56.73,0.02,0.23,0.94,0.56,0.58,88428.0
95667,0.91,0.0,0.02,49.62,0.01,0.28,0.93,0.65,0.63,101469.83
95669,0.63,0.15,0.01,44.1,0.01,0.1,0.73,0.16,0.64,100663.0
95670,0.68,0.09,0.09,37.25,0.01,0.3,0.9,0.7,0.46,87665.69
95672,0.91,0.0,0.04,47.15,0.03,0.42,0.98,0.73,0.66,146422.0
95673,0.77,0.04,0.08,37.76,0.02,0.14,0.85,0.69,0.55,74165.8
95677,0.86,0.01,0.04,42.42,0.02,0.36,0.95,0.76,0.56,112764.0
95678,0.77,0.02,0.08,36.88,0.01,0.34,0.93,0.74,0.52,101215.08
95682,0.89,0.01,0.04,43.27,0.0,0.34,0.94,0.68,0.57,113761.17
95687,0.67,0.09,0.08,37.04,0.01,0.25,0.93,0.7,0.52,107122.0
95688,0.73,0.05,0.06,37.33,0.04,0.27,0.89,0.73,0.55,103719.17
95689,0.89,0.0,0.04,51.6,0.0,0.24,0.89,0.71,0.6,93052.0
95693,0.87,0.01,0.04,48.65,-0.0,0.31,0.93,0.66,0.65,125440.0
95709,0.93,0.0,0.01,49.05,0.02,0.27,0.91,0.63,0.6,86097.5
95713,0.91,0.02,0.01,49.4,0.01,0.25,0.96,0.66,0.53,91955.5
95717,0.94,0.0,0.02,50.8,-0.0,0.27,0.95,0.67,0.56,86513.0
95726,0.89,0.0,0.02,49.0,-0.0,0.36,0.93,0.6,0.6,99847.0
95735,0.95,0.01,0.01,51.7,-0.0,0.2,0.92,0.62,0.5,83089.0
95742,0.52,0.07,0.3,32.2,0.0,0.44,0.96,0.76,0.71,117786.5
95746,0.87,0.02,0.05,44.6,0.0,0.42,0.96,0.73,0.64,152773.0
95747,0.78,0.02,0.09,40.9,0.01,0.38,0.94,0.73,0.54,115146.3
95757,0.34,0.15,0.36,34.4,0.03,0.4,0.89,0.73,0.66,115713.17
95758,0.5,0.11,0.24,37.33,0.01,0.4,0.93,0.73,0.55,104933.0
95762,0.79,0.02,0.11,43.71,0.01,0.51,0.96,0.73,0.74,163741.14
95765,0.8,0.02,0.09,37.38,0.01,0.44,0.97,0.78,0.57,130596.8
95811,0.71,0.06,0.11,35.6,0.02,0.51,0.93,0.83,0.16,112920.8
95814,0.61,0.18,0.08,36.5,-0.02,0.32,0.81,0.46,0.12,52821.33
95815,0.47,0.12,0.1,30.0,0.03,0.18,0.75,0.62,0.29,45146.6
95816,0.63,0.17,0.08,34.52,0.02,0.44,0.9,0.69,0.19,101127.75
95817,0.47,0.22,0.11,32.27,0.05,0.19,0.74,0.6,0.29,51898.0
95818,0.68,0.07,0.13,38.48,0.01,0.52,0.91,0.77,0.31,130131.6
95819,0.86,0.01,0.05,43.12,0.0,0.67,0.99,0.79,0.47,155254.0
95820,0.52,0.1,0.17,36.34,0.02,0.19,0.73,0.64,0.37,65105.92
95821,0.64,0.1,0.07,37.38,0.02,0.28,0.9,0.65,0.35,74022.22
95822,0.47,0.14,0.2,38.46,0.02,0.29,0.86,0.67,0.39,81518.75
95823,0.31,0.19,0.27,32.14,0.02,0.16,0.76,0.64,0.48,62998.59
95824,0.31,0.12,0.32,30.75,0.02,0.08,0.6,0.6,0.44,46445.25
95825,0.57,0.1,0.09,34.06,0.03,0.36,0.89,0.7,0.28,68261.62
95826,0.6,0.1,0.11,34.18,0.02,0.33,0.91,0.7,0.34,73692.18
95827,0.62,0.12,0.09,35.46,0.03,0.21,0.88,0.7,0.42,68417.14
95828,0.32,0.13,0.33,34.33,0.02,0.12,0.72,0.62,0.47,62273.71
95829,0.4,0.1,0.31,34.4,0.01,0.26,0.85,0.7,0.57,87851.0
95830,0.5,0.08,0.28,39.4,0.0,0.4,0.9,0.65,0.77,138982.0
95831,0.48,0.12,0.28,44.78,0.02,0.46,0.93,0.74,0.43,115912.56
95832,0.33,0.22,0.21,33.27,0.03,0.09,0.73,0.65,0.4,59680.67
95833,0.49,0.13,0.12,32.04,0.02,0.26,0.87,0.7,0.42,80184.29
95834,0.4,0.18,0.21,31.18,0.0,0.3,0.87,0.7,0.4,71744.33
95835,0.45,0.13,0.27,36.24,0.01,0.44,0.91,0.78,0.55,109915.2
95837,0.75,0.06,0.11,28.2,-0.07,0.47,0.97,0.78,0.5,174965.5
95838,0.43,0.15,0.17,30.17,0.03,0.11,0.74,0.62,0.38,53965.5
95841,0.68,0.09,0.05,36.42,0.02,0.23,0.92,0.67,0.39,70645.25
95842,0.68,0.09,0.07,34.28,0.02,0.18,0.88,0.66,0.48,65778.33
95843,0.69,0.08,0.09,33.15,0.02,0.21,0.9,0.7,0.52,77381.9
95853,0.57,0.17,0.07,36.9,0.04,0.26,0.81,0.55,0.2,56258.0
95860,0.69,0.1,0.02,40.2,0.0,0.34,0.85,0.53,0.37,63115.0
95864,0.78,0.04,0.08,46.93,0.0,0.6,0.97,0.76,0.58,175014.0
95866,0.66,0.19,0.11,43.8,0.02,0.24,0.87,0.6,0.31,65671.0
95894,0.78,0.04,0.12,39.5,0.02,0.69,0.96,0.77,0.4,136019.0
95916,0.85,0.01,0.01,55.3,0.02,0.17,0.88,0.4,0.46,59622.0
95917,0.72,0.01,0.03,39.3,0.0,0.2,0.73,0.64,0.64,85582.0
95926,0.81,0.02,0.05,31.3,0.01,0.36,0.92,0.69,0.33,79902.5
95927,0.91,0.0,0.01,30.15,0.01,0.4,0.94,0.73,0.3,85525.5
95928,0.82,0.02,0.04,36.96,0.01,0.37,0.89,0.68,0.48,98519.2
95929,0.79,0.02,0.04,23.0,0.01,0.34,0.92,0.61,0.25,59410.0
95932,0.87,0.02,0.01,41.75,0.03,0.14,0.78,0.65,0.53,87393.0
95938,0.92,0.0,0.0,42.2,0.01,0.41,0.95,0.73,0.63,113552.0
95942,0.89,0.01,0.01,51.6,0.0,0.42,0.96,0.75,0.55,126619.0
95943,0.87,0.0,0.01,35.75,0.02,0.12,0.7,0.66,0.55,92352.5
95944,0.97,0.0,0.0,55.0,0.01,0.21,0.93,0.61,0.5,98529.0
95945,0.92,0.01,0.01,48.15,0.01,0.33,0.94,0.61,0.49,83471.83
95946,0.92,0.0,0.01,51.1,0.01,0.32,0.95,0.59,0.64,97843.0
95947,0.85,0.0,0.0,51.3,-0.0,0.16,0.94,0.54,0.42,91285.0
95948,0.75,0.0,0.04,39.47,0.01,0.14,0.76,0.61,0.52,66380.0
95949,0.95,0.0,0.01,54.67,0.01,0.32,0.96,0.7,0.58,89787.75
95954,0.92,0.0,0.01,47.63,0.0,0.22,0.92,0.59,0.48,68769.33
95956,0.91,0.01,0.02,57.7,-0.04,0.29,0.97,0.67,0.4,77900.0
95957,0.89,0.01,0.01,34.7,0.02,0.25,0.78,0.71,0.5,76716.0
95959,0.91,0.0,0.01,56.25,0.02,0.35,0.9,0.6,0.44,94266.5
95963,0.86,0.01,0.01,39.7,0.02,0.15,0.78,0.6,0.56,67452.0
95965,0.71,0.03,0.11,36.35,0.01,0.13,0.81,0.55,0.45,68258.67
95966,0.76,0.02,0.09,43.48,0.01,0.12,0.85,0.57,0.44,63168.67
95968,0.76,0.02,0.01,37.7,0.02,0.05,0.7,0.51,0.52,56936.0
95969,0.93,0.0,0.01,48.08,0.01,0.25,0.91,0.61,0.45,75791.25
95971,0.88,0.03,0.01,46.3,0.03,0.19,0.94,0.61,0.43,74153.0
95973,0.83,0.02,0.05,34.24,0.02,0.34,0.94,0.74,0.41,85906.2
95975,0.91,0.01,0.03,60.6,-0.0,0.4,0.95,0.58,0.64,88881.0
95978,0.95,0.0,0.0,48.4,0.01,0.14,0.93,0.56,0.45,63179.0
95987,0.89,0.0,0.02,33.35,0.01,0.13,0.62,0.72,0.63,87031.5
95988,0.74,0.02,0.04,39.3,0.01,0.11,0.71,0.6,0.53,69379.0
96001,0.87,0.01,0.02,42.92,0.02,0.26,0.91,0.67,0.51,86977.73
96002,0.82,0.02,0.05,39.76,0.01,0.25,0.92,0.68,0.51,79691.29
96003,0.88,0.01,0.04,41.21,0.02,0.25,0.92,0.65,0.45,78769.73
96007,0.87,0.01,0.02,39.54,0.02,0.12,0.89,0.62,0.48,59927.8
96013,0.93,0.01,0.0,53.1,0.0,0.23,0.92,0.5,0.6,79815.0
96014,0.8,0.0,0.01,54.1,0.02,0.25,0.9,0.62,0.55,58809.0
96015,0.88,0.01,0.02,47.2,-0.01,0.17,0.85,0.52,0.64,70578.0
96016,0.89,0.0,0.0,44.3,0.02,0.17,0.93,0.63,0.58,75980.0
96017,0.88,0.01,0.01,53.1,0.01,0.16,0.92,0.49,0.42,76997.0
96019,0.83,0.02,0.02,38.08,0.02,0.16,0.89,0.67,0.45,67159.25
96020,0.89,0.0,0.0,49.5,0.07,0.17,0.92,0.7,0.51,66546.0
96022,0.94,0.01,0.0,46.7,0.01,0.17,0.91,0.65,0.58,86565.0
96034,0.82,0.04,0.03,45.3,0.02,0.28,0.92,0.65,0.47,69917.0
96039,0.68,0.01,0.0,53.3,-0.03,0.2,0.85,0.43,0.45,59905.0
96044,0.88,0.0,0.01,46.2,0.0,0.13,0.9,0.63,0.51,60762.0
96050,0.94,0.0,0.0,49.4,-0.06,0.12,0.86,0.47,0.45,51863.0
96056,0.95,0.03,0.0,49.7,0.03,0.11,0.9,0.52,0.59,65348.0
96058,0.91,0.01,0.0,44.67,0.04,0.15,0.77,0.57,0.5,66208.0
96059,0.93,0.0,0.02,58.9,0.02,0.14,0.87,0.56,0.59,66024.0
96067,0.9,0.02,0.01,53.8,0.0,0.29,0.93,0.64,0.42,63915.5
96071,0.9,0.01,0.02,41.0,0.01,0.14,0.82,0.64,0.47,61046.0
96073,0.91,0.01,0.01,50.8,-0.0,0.17,0.94,0.65,0.6,97967.0
96085,0.84,0.0,0.07,47.4,0.0,0.24,0.89,0.54,0.61,65389.0
96088,0.89,0.0,0.0,56.6,0.01,0.19,0.9,0.52,0.6,92050.0
96095,0.93,0.0,0.01,54.3,-0.0,0.3,0.94,0.6,0.57,90291.0
96097,0.83,0.01,0.01,42.0,0.01,0.19,0.88,0.59,0.45,63575.33
96099,0.87,0.03,0.0,42.7,0.01,0.1,0.86,0.41,0.14,75943.0
96101,0.97,0.01,0.01,46.5,0.04,0.13,0.86,0.55,0.36,52831.0
96103,0.94,0.0,0.03,62.5,-0.02,0.34,0.99,0.65,0.65,88780.0
96105,0.93,0.0,0.01,45.0,0.07,0.23,0.91,0.58,0.41,79476.0
96107,0.82,0.01,0.0,53.4,0.01,0.28,0.8,0.7,0.38,75839.0
96109,0.72,0.14,0.01,39.0,-0.05,0.07,0.81,0.29,0.37,82655.0
96111,0.88,0.02,0.04,49.9,-0.0,0.33,0.92,0.63,0.53,85782.0
96112,0.82,0.01,0.03,54.1,0.14,0.23,0.87,0.63,0.47,78316.0
96114,0.93,0.0,0.01,50.1,0.04,0.21,0.91,0.63,0.74,90046.0
96120,0.69,0.01,0.01,44.9,-0.04,0.26,0.9,0.54,0.56,110592.0
96128,0.68,0.22,0.03,31.7,0.03,0.03,0.63,0.05,0.64,75369.0
96130,0.87,0.02,0.01,38.8,0.01,0.18,0.93,0.65,0.45,73681.2
96134,0.92,0.0,0.0,49.2,0.02,0.18,0.83,0.67,0.55,63457.0
96137,0.92,0.0,0.01,63.0,-0.01,0.33,0.92,0.47,0.66,100938.0
96143,0.84,0.0,0.01,32.1,-0.05,0.26,0.89,0.81,0.37,55289.0
96150,0.86,0.01,0.03,41.84,0.02,0.32,0.9,0.73,0.48,91979.88
96158,0.83,0.02,0.05,38.8,0.03,0.24,0.89,0.61,0.35,68421.0
96161,0.93,0.0,0.02,42.94,0.01,0.5,0.94,0.79,0.58,156453.0
