celebrity,hometown,x,y
Light FM,Los Angeles,34.05,-118.25
Light This City,California,35.4586,-119.355
Lil Italy,Vallejo,38.1131,-122.236
Lil Ric,Richmond,37.9358,-122.348
Lil Rob,California,35.4586,-119.355
Limbeck,California,35.4586,-119.355
Limp,California,35.4586,-119.355
Lindy Robbins,California,35.4586,-119.355
Link 80,San Francisco Bay Area,37.75,-122.283
Linkin Park,Agoura Hills,34.1533,-118.762
Lionheart,California,35.4586,-119.355
Lippy's Garden,Glendora,34.1308,-117.865
Lisa Bruce,California,35.4586,-119.355
Lisa Coleman,California,35.4586,-119.355
Lisa Daggs,California,35.4586,-119.355
Lisa Hilton,San Luis Obispo,35.2742,-120.663
Lisa Marx,California,35.4586,-119.355
Lisa Tenner,Los Angeles,34.05,-118.25
Lit,Orange County,33.67,-117.78
Lita Ford,California,35.4586,-119.355
Litmus Green,Southern California,34.0,-117.0
Little Bruce,California,35.4586,-119.355
Little Caesar,California,35.4586,-119.355
Little Charlie & the Nightcats,Sacramento,38.5556,-121.469
Little Feat,California,35.4586,-119.355
Little Joy,California,35.4586,-119.355
Livin Out Loud,California,35.4586,-119.355
Living Legends,California,35.4586,-119.355
Liza Fox,California,35.4586,-119.355
Lizzy Borden,California,35.4586,-119.355
Lock Up,California,35.4586,-119.355
Locksmith,Oakland,37.8044,-122.273
Logan Dooley,Lake Forest,33.6417,-117.691
Lokomotiv,California,35.4586,-119.355
Loma Prieta,California,35.4586,-119.355
Lon McEachern,Corte Madera,37.9256,-122.527
London After Midnight,California,35.4586,-119.355
Long Beach Dub Allstars,California,35.4586,-119.355
Long Beach Shortbus,California,35.4586,-119.355
Loomis Fall,California,35.4586,-119.355
Loose Logic,California,35.4586,-119.355
Lootpack,California,35.4586,-119.355
Loquat,California,35.4586,-119.355
Loren Israel,California,35.4586,-119.355
Lori Linstruth,California,35.4586,-119.355
Los Abandoned,California,35.4586,-119.355
Los Cenzontles,California,35.4586,-119.355
Los Illegals,California,35.4586,-119.355
Los Lobos,East Los Angeles,34.0333,-118.167
Los Rakas,California,35.4586,-119.355
Los Tucanes De Tijuana,California,35.4586,-119.355
Lost Dogs,California,35.4586,-119.355
Lost Ocean,California,35.4586,-119.355
Lost in Los Angeles,California,35.4586,-119.355
Louis XIV,California,35.4586,-119.355
Love,California,35.4586,-119.355
Love Equals Death,Petaluma,38.2458,-122.631
Love Spirals Downwards,California,35.4586,-119.355
Love Star,Los Angeles,34.05,-118.25
LoveHateHero,Burbank,34.1803,-118.328
LoveRance,California,35.4586,-119.355
Lovelite,Southern California,34.0,-117.0
Lovers Make Liars,California,35.4586,-119.355
Low Millions,California,35.4586,-119.355
Low Pop Suicide,California,35.4586,-119.355
Low Profile,California,35.4586,-119.355
Low vs Diamond,California,35.4586,-119.355
Lowen & Navarro,California,35.4586,-119.355
Lucky Dragons,California,35.4586,-119.355
Luckyiam,Oakland,37.8044,-122.273
Luicidal,California,35.4586,-119.355
Luis Villegas,East Los Angeles,34.0333,-118.167
Lukas Nelson,Venice,33.9908,-118.459
Luke Christopher,California,35.4586,-119.355
Luni Coleone,Sacramento,38.5556,-121.469
Luniz,California,35.4586,-119.355
Lupillo Rivera,Long Beach,33.7683,-118.196
Lusk,California,35.4586,-119.355
Lux Interior,Sacramento,38.5556,-121.469
Lydia Pense and Cold Blood,Oakland,37.8044,-122.273
Lynch Mob,California,35.4586,-119.355
Lynda Morales,Fallbrook,33.3717,-117.236
Lyrics Born,Berkeley,37.8717,-122.275
Lyrics Of Two,California,35.4586,-119.355
Lääz Rockit,California,35.4586,-119.355
MAGIC GIANT,California,35.4586,-119.355
MAKJ,San Luis Obispo,35.2742,-120.663
MC Chill,Compton,33.8967,-118.225
MC Eiht,Compton,33.8967,-118.225
MC Lars,Berkeley,37.8717,-122.275
MC Ride,Sacramento,38.5556,-121.469
MC Trouble,Los Angeles,34.05,-118.25
MX Machine,California,35.4586,-119.355
Mac Dre,Vallejo,38.1131,-122.236
Mac Mall,Vallejo,38.1131,-122.236
Mac Sabbath,California,35.4586,-119.355
Machine Head,Oakland,37.8044,-122.273
Mack 10,California,35.4586,-119.355
Mack Rossoff,Los Angeles,34.05,-118.25
Mad Caddies,California,35.4586,-119.355
Mad at Gravity,California,35.4586,-119.355
Madi Diaz,Los Angeles,34.05,-118.25
Madlib,Oxnard,34.1914,-119.183
Magellan,California,35.4586,-119.355
Main Attrakionz,California,35.4586,-119.355
Majel Barrett,California,35.4586,-119.355
Make Out Monday,California,35.4586,-119.355
Mako,California,35.4586,-119.355
Malbec,California,35.4586,-119.355
Malcolm Boyd McNab,California,35.4586,-119.355
Malcolm McNab,California,35.4586,-119.355
Maldroid,California,35.4586,-119.355
Mammatus,Santa Cruz,36.9719,-122.026
Man Is the Bastard,Claremont,34.11,-117.72
Mandarin Dynasty,Encinitas,33.0444,-117.272
Mandy Ventrice,California,35.4586,-119.355
Maneepat Molloy,California,35.4586,-119.355
Manic Hispanic,California,35.4586,-119.355
Manika,Nevada,39.0,-117.0
Mankind Is Obsolete,California,35.4586,-119.355
Manmade God,California,35.4586,-119.355
Manntis,California,35.4586,-119.355
Manny Marroquin,California,35.4586,-119.355
Mansions on the Moon,California,35.4586,-119.355
Mantra Sunrise,California,35.4586,-119.355
Manzarek-Krieger,California,35.4586,-119.355
Map,California,35.4586,-119.355
Marc E. Bassy,California,35.4586,-119.355
Marco Johnson,Walnut Creek,37.9064,-122.065
Marcos Curiel,San Diego,32.715,-117.162
Marcus Henderson,Fremont,37.5483,-121.999
Margate,Los Angeles,34.05,-118.25
Maria McKee,California,35.4586,-119.355
Mariee Sioux,Nevada City,39.2614,-121.019
Mario Calire,California,35.4586,-119.355
Mario Rubalcaba,California,35.4586,-119.355
Mark & the Escorts,California,35.4586,-119.355
Mark Balderas,California,35.4586,-119.355
Mark Bingham,Los Gatos,37.2361,-121.962
Mark Canton,California,35.4586,-119.355
Mark Eitzel,Walnut Creek,37.9064,-122.065
Mark Etheredge,California,35.4586,-119.355
Mark Karan,California,35.4586,-119.355
Mark McGrath,Newport Beach,33.6167,-117.897
Mark Morgan,California,35.4586,-119.355
Mark Mueller,California,35.4586,-119.355
Mark Salomon,Nevada,39.0,-117.0
Mark Spiro,California,35.4586,-119.355
Mark St. John,California,35.4586,-119.355
Mark Stoermer,Nevada,39.0,-117.0
Marriages,California,35.4586,-119.355
Mars,Pittsburg,38.0281,-121.885
Mars Arizona,San Francisco,37.7833,-122.417
Marsha Stevens,California,35.4586,-119.355
Marti Frederiksen,California,35.4586,-119.355
Martin James Strech,Fountain Valley,33.7086,-117.956
Marty James,California,35.4586,-119.355
Marty Strech,Fountain Valley,33.7086,-117.956
Marvaless,Sacramento,38.5556,-121.469
Mary Jane Girls,Los Angeles,34.05,-118.25
Mary Mary,Inglewood,33.9575,-118.346
Mary T. Ficalora,San Jose,37.3333,-121.9
Mary Tsukamoto,Florin,38.4903,-121.411
Mason Musso,Burbank,34.1803,-118.328
Matmos,San Francisco,37.7833,-122.417
Matt Bettinelli-Olpin,Oakland,37.8044,-122.273
Matt Chang,Oakland,37.8044,-122.273
Matt Freeman,California,35.4586,-119.355
Matt Fuerbringer,Redondo Beach,33.8581,-118.379
Matt Rogers,Rancho Cucamonga,34.1233,-117.579
"Matthew ""Matt"" Fuerbringer",Redondo Beach,33.8581,-118.379
Matthew Kelly,San Francisco Bay Area,37.75,-122.283
Matthew Rogers,Rancho Cucamonga,34.1233,-117.579
Matthewdavid,California,35.4586,-119.355
Mavie Marcos,California,35.4586,-119.355
Max Vangeli,San Francisco,37.7833,-122.417
Maxeen,California,35.4586,-119.355
Maxine Jones,Oakland,37.8044,-122.273
Maya Ford,Oakland,37.8044,-122.273
Mayne Mannish,Berkeley,37.8717,-122.275
Maze,San Francisco Bay Area,37.75,-122.283
Mazzy Star,California,35.4586,-119.355
McKayla Maroney,Laguna Niguel,33.5319,-117.702
McKayla Rose Maroney,Laguna Niguel,33.5319,-117.702
McKenna Faith,Ukiah,39.1503,-123.208
Meatbodies,Monrovia,34.1459,-118.001
Medication,California,35.4586,-119.355
Medicine,California,35.4586,-119.355
Meg Myers,Los Angeles,34.05,-118.25
Megadeth,California,35.4586,-119.355
Megan Slankard,Tracy,37.7381,-121.434
Melinda Watts,Sacramento,38.5556,-121.469
Mellow Man Ace,California,35.4586,-119.355
Mellowdrone,California,35.4586,-119.355
Melvin J. Berman,Palm Springs,33.8303,-116.545
Melvin Seals,California,35.4586,-119.355
Men Of Porn,San Francisco,37.7833,-122.417
Menace Clan,Los Angeles,34.05,-118.25
Menajahtwa,California,35.4586,-119.355
Merciless Death,California,35.4586,-119.355
Mercy Killers,California,35.4586,-119.355
Merl Saunders,San Mateo,37.5542,-122.313
Mestizo,California,35.4586,-119.355
Metallica,California,35.4586,-119.355
Methods of Mayhem,California,35.4586,-119.355
Metro Station,California,35.4586,-119.355
Mia Doi Todd,California,35.4586,-119.355
Michael Corcoran,Malibu,34.03,-118.779
Michael Eisner,Los Angeles,34.05,-118.25
Michael Fitzpatrick,California,35.4586,-119.355
Michael Franti,San Francisco,37.7833,-122.417
Michael Franti & Spearhead,San Francisco,37.7833,-122.417
Michael Lardie,Sacramento,38.5556,-121.469
Michael Leviton,California,35.4586,-119.355
Michael Lockwood,California,35.4586,-119.355
Michael Lord,California,35.4586,-119.355
Michael Marshall,Berkeley,37.8717,-122.275
Michael Moore,Eureka,40.79,-124.164
Michael Sealy,Santa Monica,34.0219,-118.481
Michael Shrieve,California,35.4586,-119.355
Michael Sweet,Orange County,33.67,-117.78
Michael Uzowuru,Cypress,33.8183,-118.039
Michael Wycoff,California,35.4586,-119.355
"Michaela ""Mickey"" Shiloh",San Mateo,37.5542,-122.313
Michaela Shiloh,San Mateo,37.5542,-122.313
Michele Pillar,California,35.4586,-119.355
Michele Rosewoman,Oakland,37.8044,-122.273
Middle Class,Santa Ana,33.7408,-117.881
Middle Class Rut,Sacramento,38.5556,-121.469
Midnight Movies,California,35.4586,-119.355
Miguel Almaguer,Berkeley,37.8717,-122.275
Miguel Migs,California,35.4586,-119.355
Miguelito,Corona,33.8667,-117.567
Mika Miko,California,35.4586,-119.355
Mike Dimkich,California,35.4586,-119.355
Mike Donovan,California,35.4586,-119.355
Mike Free,California,35.4586,-119.355
Mike Fuentes,San Diego,32.715,-117.162
Mike G,California,35.4586,-119.355
Mike Hebert,Long Beach,33.7683,-118.196
Mike Johnston,California,35.4586,-119.355
Mike Love,Hawthorne,33.9172,-118.349
Mike Piccirillo,Los Angeles,34.05,-118.25
Mike Post,California,35.4586,-119.355
Mike Relm,California,35.4586,-119.355
Mike Sexton,Nevada,39.0,-117.0
Mike Spreitzer,California,35.4586,-119.355
Mikey Hachey,California,35.4586,-119.355
Miles Mosley,California,35.4586,-119.355
Miles Tackett,California,35.4586,-119.355
Millionaires,Huntington Beach,33.6928,-118.0
Milo Aukerman,Lomita,33.7933,-118.316
Milo Greene,California,35.4586,-119.355
Milton L. Banks,Pomona,34.0608,-117.756
Mimi Page,California,35.4586,-119.355
Mind over Four,Orange County,33.67,-117.78
Mindrot,Westminster,33.7514,-117.994
Mindy Gledhill,Eureka,40.79,-124.164
Minh Ly,California,35.4586,-119.355
Mini Mansions,California,35.4586,-119.355
Minimal Man,California,35.4586,-119.355
Minipop,Oakland,37.8044,-122.273
Minutemen,California,35.4586,-119.355
Mishon,California,35.4586,-119.355
Mishon Ratliff,California,35.4586,-119.355
Missing Persons,California,35.4586,-119.355
Mista Grimm,California,35.4586,-119.355
Mister CR,South Los Angeles,33.9275,-118.277
Mister Loveless,Walnut Creek,37.9064,-122.065
Mitchell Belche,Antioch,38.005,-121.806
Mitchell Belchë,Antioch,38.005,-121.806
Mndsgn,California,35.4586,-119.355
MoKenStef,California,35.4586,-119.355
Moby Grape,California,35.4586,-119.355
Mochipet,Daly City,37.6864,-122.468
Model A,California,35.4586,-119.355
Model Engine,California,35.4586,-119.355
ModelSaint,California,35.4586,-119.355
Modern Science,Nevada,39.0,-117.0
Modern Warfare,Long Beach,33.7683,-118.196
MoeTar,Oakland,37.8044,-122.273
Mohinder,California,35.4586,-119.355
Mojack,California,35.4586,-119.355
Molly Jenson,California,35.4586,-119.355
Molly Lewis,Orange County,33.67,-117.78
Molotov Solution,Nevada,39.0,-117.0
Monarch,California,35.4586,-119.355
Monica Bisordi,San Mateo,37.5542,-122.313
Monica Marie Bisordi,San Mateo,37.5542,-122.313
Monks of Doom,California,35.4586,-119.355
Monsters from Mars,San Diego,32.715,-117.162
Monsters of Rock,California,35.4586,-119.355
Montreux,San Francisco,37.7833,-122.417
Moonshine Bandits,Los Banos,37.0583,-120.85
Moonsville Collective,Orange County,33.67,-117.78
Morgan J. Freeman,California,35.4586,-119.355
Morgan Kibby,California,35.4586,-119.355
Moris Tepper,Los Angeles,34.05,-118.25
Morning Spy,California,35.4586,-119.355
Morrisson,California,35.4586,-119.355
Morrisson Kaye,California,35.4586,-119.355
Mortal,California,35.4586,-119.355
Motograter,Fresno,36.7478,-119.772
Mount Vicious,Oakland,37.8044,-122.273
Moving Units,California,35.4586,-119.355
Mr. & Mrs. Something,Oceanside,33.2117,-117.326
Mr. Big,California,35.4586,-119.355
Mr. Bungle,Eureka,40.79,-124.164
Mr. Criminal,California,35.4586,-119.355
Mr. J. Medeiros,California,35.4586,-119.355
Mr. Short Khop,California,35.4586,-119.355
Mujeres Encinta,San Francisco,37.7833,-122.417
Muleskinner (band,California,35.4586,-119.355
Mumps,Southern California,34.0,-117.0
Murder Construct,California,35.4586,-119.355
Murderdolls,Hollywood,34.1,-118.333
Murphy Karges,California,35.4586,-119.355
Mustard Seed Faith,Costa Mesa,33.665,-117.912
My American Heart,California,35.4586,-119.355
My Gym Children's Fitness Center Official Logo,California,35.4586,-119.355
My Ruin,Los Angeles,34.05,-118.25
My Stupid Brother,Ben Lomond,37.0828,-122.09
Myra Molloy,California,35.4586,-119.355
Mystic,Oakland,37.8044,-122.273
Mystic Moods Orchestra,Burbank,34.1803,-118.328
Mêlée,Orange County,33.67,-117.78
Mötley Crüe,California,35.4586,-119.355
N'Versity,Pomona,34.0608,-117.756
N. F. Porter,California,35.4586,-119.355
N.A.S.A.,Los Angeles,34.05,-118.25
N.W.A,Compton,33.8967,-118.225
N2Deep,Vallejo,38.1131,-122.236
NASA Space Universe,California,35.4586,-119.355
NOFX,California,35.4586,-119.355
Nagasawa Kanaye,Santa Rosa,38.4486,-122.705
Nails,Oxnard,34.1914,-119.183
Name Taken,California,35.4586,-119.355
Nashville West,California,35.4586,-119.355
Natalie A Shaw,Topanga,34.103,-118.605
Natalie LaRue,San Clemente,33.4378,-117.62
Natalie Shaw,Topanga,34.103,-118.605
Nate Dogg,California,35.4586,-119.355
Nate Henry,Carmichael,38.6394,-121.321
Nathan Max,California,35.4586,-119.355
Nathan Owens,Sacramento,38.5556,-121.469
Nationwide Rip Ridaz,California,35.4586,-119.355
Navene Koperweis,California,35.4586,-119.355
Nearly,California,35.4586,-119.355
Nebula,California,35.4586,-119.355
Necessary Response,California,35.4586,-119.355
Necropolis of Love,Berkeley,37.8717,-122.275
Nedelle Torrisi,California,35.4586,-119.355
Nef the Pharaoh,Vallejo,38.1131,-122.236
Negative Trend,San Francisco,37.7833,-122.417
Negative pH,Oakland,37.8044,-122.273
Negativland,Concord,37.9781,-122.031
Neighb'rhood Childr'n,Phoenix,42.2744,-122.819
Nekro G,California,35.4586,-119.355
Nekrogoblikon,California,35.4586,-119.355
Nels Cline Trio,California,35.4586,-119.355
Nelson,Santa Monica,34.0219,-118.481
Neon Horse,California,35.4586,-119.355
Neon Neon,Los Angeles,34.05,-118.25
Nerf Herder,Santa Barbara,34.4258,-119.714
Nervous Gender,California,35.4586,-119.355
Neurosis,California,35.4586,-119.355
Neve,California,35.4586,-119.355
Nevea Tears,California,35.4586,-119.355
New Boyz,Hesperia,34.4128,-117.306
New Diplomat,California,35.4586,-119.355
New Radicals,California,35.4586,-119.355
New Regime,California,35.4586,-119.355
New Riders of the Purple Sage,California,35.4586,-119.355
New Years Day,California,35.4586,-119.355
Newport,Orange County,33.67,-117.78
Newsted,Turlock,37.5058,-120.849
Nia Sanchez,Nevada,39.0,-117.0
Nicholas,Los Angeles,34.05,-118.25
Nicholas Markowitz,California,35.4586,-119.355
Nicholas Vasallo,California,35.4586,-119.355
Nick 13,California,35.4586,-119.355
Nick Jonas & the Administration,California,35.4586,-119.355
Nick Martin,San Diego,32.715,-117.162
Nick Reynolds,San Diego,32.715,-117.162
Nickel Creek,Vista,33.1936,-117.241
Nickolai Stoilov,Los Angeles,34.05,-118.25
Nico Vega,California,35.4586,-119.355
Nicole Branagh,Torrance,33.8347,-118.341
Nicole Christine Branagh,Torrance,33.8347,-118.341
Niecy Nash,Palmdale,34.5794,-118.117
Niggaz on tha Run,California,35.4586,-119.355
Night Club,California,35.4586,-119.355
Night Horse,Los Angeles,34.05,-118.25
Night Ranger,California,35.4586,-119.355
Night Riots,San Luis Obispo,35.2742,-120.663
Nightmare and the Cat,Los Angeles,34.05,-118.25
Nikhil Korula,Arcadia,34.1328,-118.036
Nikki Flores,California,35.4586,-119.355
Nikki Leonti,California,35.4586,-119.355
Nikki Sixx,San Jose,37.3333,-121.9
Nikkole,California,35.4586,-119.355
Nils Frykdahl,Oakland,37.8044,-122.273
Nino Del Pesco,San Diego,32.715,-117.162
Nip Drivers,Torrance,33.8347,-118.341
Nite City,California,35.4586,-119.355
Nite Jewel,California,35.4586,-119.355
Nitro,California,35.4586,-119.355
Nitty Gritty Dirt Band,Long Beach,33.7683,-118.196
Niyaz,Los Angeles,34.05,-118.25
No Age,California,35.4586,-119.355
No Bragging Rights,Riverside,33.9481,-117.396
No Doubt,Anaheim,33.8361,-117.89
No For an Answer,Orange County,33.67,-117.78
No Innocent Victim,California,35.4586,-119.355
No Motiv,California,35.4586,-119.355
No Plan B,Los Angeles,34.05,-118.25
No Use for a Name,San Jose,37.3333,-121.9
Noa James,California,35.4586,-119.355
Nobody,California,35.4586,-119.355
Nobody Special,California,35.4586,-119.355
Nobody's Angel,California,35.4586,-119.355
Nocando,California,35.4586,-119.355
Noctuary,Orange County,33.67,-117.78
Noel Haggard,Bakersfield,35.3667,-119.017
Noel Lee Haggard,Bakersfield,35.3667,-119.017
Noelle Scaggs,South Pasadena,34.1161,-118.15
Noise Ratchet,California,35.4586,-119.355
Nolan Porter,California,35.4586,-119.355
Noodles,California,35.4586,-119.355
Norin & Rad,California,35.4586,-119.355
Norio F. Hayakawa,Torrance,33.8347,-118.341
Norio Hayakawa,Torrance,33.8347,-118.341
Norton Simon,Fullerton,33.88,-117.929
Novacaine,California,35.4586,-119.355
Novi Novog,California,35.4586,-119.355
Novi Split,California,35.4586,-119.355
Nu Flavor,Long Beach,33.7683,-118.196
Nuclear Rabbit,California,35.4586,-119.355
Nude,California,35.4586,-119.355
Nullsleep,Riverside,33.9481,-117.396
Number One Gun,California,35.4586,-119.355
Numskull,Oakland,37.8044,-122.273
Nural,California,35.4586,-119.355
NxWorries,California,35.4586,-119.355
Nyles Lannon,California,35.4586,-119.355
Nylon Pink,Hollywood,34.1,-118.333
O.F.T.B.,Watts,33.9417,-118.242
O.T. Genasis,California,35.4586,-119.355
O.Y.G Redrum 781,Inglewood,33.9575,-118.346
OC Times,California,35.4586,-119.355
OCELOT,California,35.4586,-119.355
OPM,California,35.4586,-119.355
Oak and Gorski,Southern California,34.0,-117.0
Oakland Symphony Orchestra Association,Oakland,37.8044,-122.273
Oana Gregory,Los Angeles,34.05,-118.25
Oblivion,California,35.4586,-119.355
Ocelot,California,35.4586,-119.355
October Faction,Redondo Beach,33.8581,-118.379
Odd Future,California,35.4586,-119.355
Odetta & Larry,California,35.4586,-119.355
Oedipus,Los Angeles,34.05,-118.25
Of Mice & Men,Costa Mesa,33.665,-117.912
Off!,California,35.4586,-119.355
Oh No,Oxnard,34.1914,-119.183
Oh No Not Stereo,California,35.4586,-119.355
Oil,Long Beach,33.7683,-118.196
Ojos Rojos,Claremont,34.11,-117.72
Old Man Markley,California,35.4586,-119.355
Oleander,California,35.4586,-119.355
Olivelawn,California,35.4586,-119.355
Ollie & Jerry,California,35.4586,-119.355
Om,California,35.4586,-119.355
Omen,California,35.4586,-119.355
Omid Walizadeh,Long Beach,33.7683,-118.196
Once Dead,California,35.4586,-119.355
Once Human,California,35.4586,-119.355
One Day As A Lion,California,35.4586,-119.355
One Hit Wonder,Long Beach,33.7683,-118.196
One Inch Punch,California,35.4586,-119.355
One Man Army,California,35.4586,-119.355
One Voice,California,35.4586,-119.355
Onesidezero,California,35.4586,-119.355
Open Hand,California,35.4586,-119.355
Operation Ivy,Berkeley,37.8717,-122.275
Operator Generator,San Jose,37.3333,-121.9
Operators!,California,35.4586,-119.355
Opio,Oakland,37.8044,-122.273
Oppressed Logic,Oakland,37.8044,-122.273
"Or, The Whale",California,35.4586,-119.355
Orange,California,35.4586,-119.355
Orange Coast Musical Arts,California,35.4586,-119.355
Oranger,California,35.4586,-119.355
Orchid,San Francisco,37.7833,-122.417
Oren Yoel,California,35.4586,-119.355
Orgone,California,35.4586,-119.355
Orgy,California,35.4586,-119.355
Original Harmony Ridge Creekdippers,Joshua Tree,34.1333,-116.317
Orson,California,35.4586,-119.355
Oslo,California,35.4586,-119.355
Otep,California,35.4586,-119.355
Otis & Shugg,California,35.4586,-119.355
Out Hud,Sacramento,38.5556,-121.469
OverDoz.,California,35.4586,-119.355
Overjoy,California,35.4586,-119.355
Overkill,California,35.4586,-119.355
Owl,California,35.4586,-119.355
Owl John,Los Angeles,34.05,-118.25
Oxbow,California,35.4586,-119.355
Ozma,California,35.4586,-119.355
Ozomatli,California,35.4586,-119.355
P.O.D.,California,35.4586,-119.355
PAX217,Orange County,33.67,-117.78
PE 2.0,California,35.4586,-119.355
PHASES,California,35.4586,-119.355
POP ETC,Berkeley,37.8717,-122.275
PSD,Vallejo,38.1131,-122.236
PSD tha Drivah,Vallejo,38.1131,-122.236
PTAF,South Los Angeles,33.9275,-118.277
Pablo Cruise,California,35.4586,-119.355
Pac Div,Palmdale,34.5794,-118.117
Pacific Mambo Orchestra,California,35.4586,-119.355
Pageants,Long Beach,33.7683,-118.196
Pages,California,35.4586,-119.355
Painted Willie,California,35.4586,-119.355
Pam Bileck,Huntington Beach,33.6928,-118.0
Pam Mark Hall,San Bernardino,34.1,-117.3
Pamela Jean Bileck-Flat,Huntington Beach,33.6928,-118.0
Panic! at the Disco,Nevada,39.0,-117.0
Pansy Division,California,35.4586,-119.355
Papa Roach,Vacaville,38.3539,-121.973
Papa Wheelie,San Francisco Bay Area,37.75,-122.283
Paper Thin Walls,Orange County,33.67,-117.78
Par Avion,California,35.4586,-119.355
Parade of Lights,Los Angeles,34.05,-118.25
Paranoid Castle,California,35.4586,-119.355
Paris,California,35.4586,-119.355
Paris Zax,California,35.4586,-119.355
Parlor Hawk,California,35.4586,-119.355
Pasadena Boys Choir,California,35.4586,-119.355
Passage,Oakland,37.8044,-122.273
Pat Thrall,California,35.4586,-119.355
Patricia Bragg,Piedmont,37.8167,-122.233
Patrick A. Bonfrisco,Orange County,33.67,-117.78
Patrick Bonfrisco,Orange County,33.67,-117.78
Patrick Dennis,California,35.4586,-119.355
Patrick K. Kroupa,Los Angeles,34.05,-118.25
Patrick Karel Kroupa,Los Angeles,34.05,-118.25
Patrick Muzingo,California,35.4586,-119.355
Patrick Warburton,Huntington Beach,33.6928,-118.0
Paul Clark,Nevada,39.0,-117.0
Paul Coy Allen,Paramount,33.9,-118.167
Paul Jefferson,Woodside,37.4208,-122.26
Paul Lim,San Bernardino,34.1,-117.3
Paul Thomson,California,35.4586,-119.355
Paul Williams,Los Angeles,34.05,-118.25
Paul \\\\Coy\\\\ Allen,Paramount,33.9,-118.167
Paula West,San Diego,32.715,-117.162
Paulo Baldi,San Francisco Bay Area,37.75,-122.283
Pause,San Jose,37.3333,-121.9
Pavement,Stockton,37.9756,-121.301
Peace 586,Corona,33.8667,-117.567
Peaking Lights,San Francisco,37.7833,-122.417
Peanut Butter Wolf,San Jose,37.3333,-121.9
Pebaluna,California,35.4586,-119.355
Pedestrian,California,35.4586,-119.355
Peel,California,35.4586,-119.355
Peggy Gilbert,California,35.4586,-119.355
Peninsula Banjo Band,Cupertino,37.3175,-122.042
Pennywise,Hermosa Beach,33.8664,-118.4
People Under The Stairs,California,35.4586,-119.355
People!,San Jose,37.3333,-121.9
Pep Love,Oakland,37.8044,-122.273
Persephone’s Bees,Oakland,37.8044,-122.273
Pete Mazich,California,35.4586,-119.355
Peter Koper,Pacific Grove,36.6178,-121.921
Peter Shmock,Encinitas,33.0444,-117.272
Peter Wheat and the Breadmen,Fremont,37.5483,-121.999
Phallucy,Sacramento,38.5556,-121.469
Phantasm,California,35.4586,-119.355
Phantom Blue,California,35.4586,-119.355
Phantom Planet,Los Angeles County,34.05,-118.25
Phesto,Oakland,37.8044,-122.273
Phil Baugh,Marysville,39.1458,-121.591
Phil Dalhausser,Ventura,34.275,-119.228
Phil Lesh and Friends,California,35.4586,-119.355
Phil Putnam,Sacramento,38.5556,-121.469
Phil Sgrosso,San Diego,32.715,-117.162
Phil Wickham,California,35.4586,-119.355
"Philip ""Phil"" Peter Dalhausser",Ventura,34.275,-119.228
Phillip Ingram,California,35.4586,-119.355
Phinehas,La Mirada,33.9022,-118.01
Phobia,Orange County,33.67,-117.78
Phoebe Bridgers,California,35.4586,-119.355
Phora,Anaheim,33.8361,-117.89
Phranc,Santa Monica,34.0219,-118.481
Picture Me Broken,Redwood City,37.4828,-122.236
Pierce the Veil,California,35.4586,-119.355
Pigeon John,Los Angeles,34.05,-118.25
Pigmy Love Circus,Los Angeles,34.05,-118.25
Pinback,California,35.4586,-119.355
Pistol Youth,California,35.4586,-119.355
Pivit,California,35.4586,-119.355
Planet Us,Los Angeles,34.05,-118.25
Platoon 1107,California,35.4586,-119.355
Plexi,California,35.4586,-119.355
Plvs Vltra,Los Angeles,34.05,-118.25
Pocahaunted,California,35.4586,-119.355
Poco,California,35.4586,-119.355
Point Of Recognition,California,35.4586,-119.355
Polar Bear,California,35.4586,-119.355
Polar Bears,Santa Rosa,38.4486,-122.705
Pollyn,California,35.4586,-119.355
Pomplamoose,California,35.4586,-119.355
Pooh-Man,California,35.4586,-119.355
Poolside,California,35.4586,-119.355
Pop Noir,California,35.4586,-119.355
Poperratic,California,35.4586,-119.355
Poreotics,California,35.4586,-119.355
Porno for Pyros,California,35.4586,-119.355
Port O'Brien,California,35.4586,-119.355
Portraits of Past,San Francisco,37.7833,-122.417
Possessed,California,35.4586,-119.355
Potluck,California,35.4586,-119.355
Pour Habit,California,35.4586,-119.355
Poxy Boggards,Pasadena,34.1561,-118.132
Prahlad Friedman,California,35.4586,-119.355
Prairie Madness,California,35.4586,-119.355
Premature Ejaculation,Los Angeles,34.05,-118.25
Press Play,Los Angeles,34.05,-118.25
Pressure 4-5,Santa Barbara,34.4258,-119.714
Pressure Point,California,35.4586,-119.355
Pretty Boy Floyd,Hollywood,34.1,-118.333
Prick,California,35.4586,-119.355
Prima J,Rosemead,34.0667,-118.083
Primitive Race,California,35.4586,-119.355
Primitive Radio Gods,Ventura,34.275,-119.228
Primordial Undermind,Pasadena,34.1561,-118.132
Primus,El Sobrante,37.9772,-122.295
Princeton,Los Angeles,34.05,-118.25
Problem,California,35.4586,-119.355
Professional Murder Music,Los Angeles,34.05,-118.25
Project 86,California,35.4586,-119.355
Promises,California,35.4586,-119.355
Prophets of Rage,California,35.4586,-119.355
Prototype,California,35.4586,-119.355
Prussian Blue,Bakersfield,35.3667,-119.017
Pseudopod,California,35.4586,-119.355
Psi Com,California,35.4586,-119.355
Psychefunkapus,California,35.4586,-119.355
